BlockName, Block Offset (Doubles), Block Direction (Read or Write), Channel Relative Offset (Doubles), Channel Name, Channel Unit, Channel Default Value (for Write Channels Only)
DMA Block 1,100,Read,90,A_R_Data Channel 90,v,
DMA Block 1,100,Read,91,A_R_Data Channel 91,v,
DMA Block 1,100,Read,92,A_R_Data Channel 92,v,
DMA Block 1,100,Read,93,A_R_Data Channel 93,v,
DMA Block 1,100,Read,94,A_R_Data Channel 94,v,
DMA Block 1,100,Read,95,A_R_Data Channel 95,v,
DMA Block 1,100,Read,96,A_R_Data Channel 96,v,
DMA Block 1,100,Read,97,A_R_Data Channel 97,v,
DMA Block 1,100,Read,98,A_R_Data Channel 98,v,
DMA Block 1,100,Read,99,A_R_Data Channel 99,v,
