BlockName, Block Offset (Doubles), Block Direction (Read or Write), Channel Relative Offset (Doubles), Channel Name, Channel Unit, Channel Default Value (for Write Channels Only)
DMA Block 1,100,Read,43,A_R_Data Channel 143,v,
DMA Block 1,100,Read,44,A_R_Data Channel 144,v,
DMA Block 1,100,Read,45,A_R_Data Channel 145,v,
DMA Block 1,100,Read,46,A_R_Data Channel 146,v,
DMA Block 1,100,Read,47,A_R_Data Channel 147,v,
DMA Block 1,100,Read,48,A_R_Data Channel 148,v,
DMA Block 1,100,Read,49,A_R_Data Channel 149,v,
DMA Block 1,100,Read,50,A_R_Data Channel 150,v,
DMA Block 1,100,Read,51,A_R_Data Channel 151,v,
DMA Block 1,100,Read,52,A_R_Data Channel 152,v,
DMA Block 1,100,Read,53,A_R_Data Channel 153,v,
DMA Block 1,100,Read,54,A_R_Data Channel 154,v,
DMA Block 1,100,Read,55,A_R_Data Channel 155,v,
DMA Block 1,100,Read,56,A_R_Data Channel 156,v,
DMA Block 1,100,Read,57,A_R_Data Channel 157,v,
DMA Block 1,100,Read,58,A_R_Data Channel 158,v,
DMA Block 1,100,Read,59,A_R_Data Channel 159,v,
DMA Block 1,100,Read,60,A_R_Data Channel 160,v,
DMA Block 1,100,Read,61,A_R_Data Channel 161,v,
DMA Block 1,100,Read,62,A_R_Data Channel 162,v,
DMA Block 1,100,Read,63,A_R_Data Channel 163,v,
DMA Block 1,100,Read,64,A_R_Data Channel 164,v,
DMA Block 1,100,Read,65,A_R_Data Channel 165,v,
DMA Block 1,100,Read,66,A_R_Data Channel 166,v,
DMA Block 1,100,Read,67,A_R_Data Channel 167,v,
DMA Block 1,100,Read,68,A_R_Data Channel 168,v,
DMA Block 1,100,Read,69,A_R_Data Channel 169,v,
DMA Block 1,100,Read,70,A_R_Data Channel 170,v,
DMA Block 1,100,Read,71,A_R_Data Channel 171,v,
DMA Block 1,100,Read,72,A_R_Data Channel 172,v,
DMA Block 1,100,Read,73,A_R_Data Channel 173,v,
DMA Block 1,100,Read,74,A_R_Data Channel 174,v,
DMA Block 1,100,Read,75,A_R_Data Channel 175,v,
DMA Block 1,100,Read,76,A_R_Data Channel 176,v,
DMA Block 1,100,Read,77,A_R_Data Channel 177,v,
DMA Block 1,100,Read,78,A_R_Data Channel 178,v,
DMA Block 1,100,Read,79,A_R_Data Channel 179,v,
DMA Block 1,100,Read,80,A_R_Data Channel 180,v,
DMA Block 1,100,Read,81,A_R_Data Channel 181,v,
DMA Block 1,100,Read,82,A_R_Data Channel 182,v,
DMA Block 1,100,Read,83,A_R_Data Channel 183,v,
DMA Block 1,100,Read,84,A_R_Data Channel 184,v,
DMA Block 1,100,Read,85,A_R_Data Channel 185,v,
DMA Block 1,100,Read,86,A_R_Data Channel 186,v,
DMA Block 1,100,Read,87,A_R_Data Channel 187,v,
DMA Block 1,100,Read,88,A_R_Data Channel 188,v,
DMA Block 1,100,Read,89,A_R_Data Channel 189,v,
DMA Block 1,100,Read,90,A_R_Data Channel 190,v,
DMA Block 1,100,Read,91,A_R_Data Channel 191,v,
DMA Block 1,100,Read,92,A_R_Data Channel 192,v,
DMA Block 1,100,Read,93,A_R_Data Channel 193,v,
DMA Block 1,100,Read,94,A_R_Data Channel 194,v,
DMA Block 1,100,Read,95,A_R_Data Channel 195,v,
DMA Block 1,100,Read,96,A_R_Data Channel 196,v,
DMA Block 1,100,Read,97,A_R_Data Channel 197,v,
DMA Block 1,100,Read,98,A_R_Data Channel 198,v,
DMA Block 1,100,Read,99,A_R_Data Channel 199,v,
DMA Block 2,200,Read,0,A_R_Data Channel 100,v,
DMA Block 2,200,Read,1,A_R_Data Channel 101,v,
DMA Block 2,200,Read,2,A_R_Data Channel 102,v,
DMA Block 2,200,Read,3,A_R_Data Channel 103,v,
DMA Block 2,200,Read,4,A_R_Data Channel 104,v,
DMA Block 2,200,Read,5,A_R_Data Channel 105,v,
DMA Block 2,200,Read,6,A_R_Data Channel 106,v,
DMA Block 2,200,Read,7,A_R_Data Channel 107,v,
DMA Block 2,200,Read,8,A_R_Data Channel 108,v,
DMA Block 2,200,Read,9,A_R_Data Channel 109,v,
DMA Block 2,200,Read,10,A_R_Data Channel 110,v,
DMA Block 2,200,Read,11,A_R_Data Channel 111,v,
DMA Block 2,200,Read,12,A_R_Data Channel 112,v,
DMA Block 2,200,Read,13,A_R_Data Channel 113,v,
DMA Block 2,200,Read,14,A_R_Data Channel 114,v,
DMA Block 2,200,Read,15,A_R_Data Channel 115,v,
DMA Block 2,200,Read,16,A_R_Data Channel 116,v,
DMA Block 2,200,Read,17,A_R_Data Channel 117,v,
DMA Block 2,200,Read,18,A_R_Data Channel 118,v,
DMA Block 2,200,Read,19,A_R_Data Channel 119,v,
DMA Block 2,200,Read,20,A_R_Data Channel 120,v,
DMA Block 2,200,Read,21,A_R_Data Channel 121,v,
DMA Block 2,200,Read,22,A_R_Data Channel 122,v,
DMA Block 2,200,Read,23,A_R_Data Channel 123,v,
DMA Block 2,200,Read,24,A_R_Data Channel 124,v,
DMA Block 2,200,Read,25,A_R_Data Channel 125,v,
DMA Block 2,200,Read,26,A_R_Data Channel 126,v,
DMA Block 2,200,Read,27,A_R_Data Channel 127,v,
DMA Block 2,200,Read,28,A_R_Data Channel 128,v,
DMA Block 2,200,Read,29,A_R_Data Channel 129,v,
DMA Block 2,200,Read,30,A_R_Data Channel 130,v,
DMA Block 2,200,Read,31,A_R_Data Channel 131,v,
DMA Block 2,200,Read,32,A_R_Data Channel 132,v,
DMA Block 2,200,Read,33,A_R_Data Channel 133,v,
DMA Block 2,200,Read,34,A_R_Data Channel 134,v,
DMA Block 2,200,Read,35,A_R_Data Channel 135,v,
DMA Block 2,200,Read,36,A_R_Data Channel 136,v,
DMA Block 2,200,Read,37,A_R_Data Channel 137,v,
DMA Block 2,200,Read,38,A_R_Data Channel 138,v,
DMA Block 2,200,Read,39,A_R_Data Channel 139,v,
DMA Block 2,200,Read,40,A_R_Data Channel 140,v,
DMA Block 2,200,Read,41,A_R_Data Channel 141,v,
DMA Block 2,200,Read,42,A_R_Data Channel 142,v,
DMA Block 2,200,Read,43,A_R_Data Channel 143,v,
DMA Block 2,200,Read,44,A_R_Data Channel 144,v,
DMA Block 2,200,Read,45,A_R_Data Channel 145,v,
DMA Block 2,200,Read,46,A_R_Data Channel 146,v,
DMA Block 2,200,Read,47,A_R_Data Channel 147,v,
DMA Block 2,200,Read,48,A_R_Data Channel 148,v,
DMA Block 2,200,Read,49,A_R_Data Channel 149,v,
DMA Block 2,200,Read,50,A_R_Data Channel 150,v,
DMA Block 2,200,Read,51,A_R_Data Channel 151,v,
DMA Block 2,200,Read,52,A_R_Data Channel 152,v,
DMA Block 2,200,Read,53,A_R_Data Channel 153,v,
DMA Block 2,200,Read,54,A_R_Data Channel 154,v,
DMA Block 2,200,Read,55,A_R_Data Channel 155,v,
DMA Block 2,200,Read,56,A_R_Data Channel 156,v,
DMA Block 2,200,Read,57,A_R_Data Channel 157,v,
DMA Block 2,200,Read,58,A_R_Data Channel 158,v,
DMA Block 2,200,Read,59,A_R_Data Channel 159,v,
DMA Block 2,200,Read,60,A_R_Data Channel 160,v,
DMA Block 2,200,Read,61,A_R_Data Channel 161,v,
DMA Block 2,200,Read,62,A_R_Data Channel 162,v,
DMA Block 2,200,Read,63,A_R_Data Channel 163,v,
DMA Block 2,200,Read,64,A_R_Data Channel 164,v,
DMA Block 2,200,Read,65,A_R_Data Channel 165,v,
DMA Block 2,200,Read,66,A_R_Data Channel 166,v,
DMA Block 2,200,Read,67,A_R_Data Channel 167,v,
DMA Block 2,200,Read,68,A_R_Data Channel 168,v,
DMA Block 2,200,Read,69,A_R_Data Channel 169,v,
DMA Block 2,200,Read,70,A_R_Data Channel 170,v,
DMA Block 2,200,Read,71,A_R_Data Channel 171,v,
DMA Block 2,200,Read,72,A_R_Data Channel 172,v,
DMA Block 2,200,Read,73,A_R_Data Channel 173,v,
DMA Block 2,200,Read,74,A_R_Data Channel 174,v,
DMA Block 2,200,Read,75,A_R_Data Channel 175,v,
DMA Block 2,200,Read,76,A_R_Data Channel 176,v,
DMA Block 2,200,Read,77,A_R_Data Channel 177,v,
DMA Block 2,200,Read,78,A_R_Data Channel 178,v,
DMA Block 2,200,Read,79,A_R_Data Channel 179,v,
DMA Block 2,200,Read,80,A_R_Data Channel 180,v,
DMA Block 2,200,Read,81,A_R_Data Channel 181,v,
DMA Block 2,200,Read,82,A_R_Data Channel 182,v,
DMA Block 2,200,Read,83,A_R_Data Channel 183,v,
DMA Block 2,200,Read,84,A_R_Data Channel 184,v,
DMA Block 2,200,Read,85,A_R_Data Channel 185,v,
DMA Block 2,200,Read,86,A_R_Data Channel 186,v,
DMA Block 2,200,Read,87,A_R_Data Channel 187,v,
DMA Block 2,200,Read,88,A_R_Data Channel 188,v,
DMA Block 2,200,Read,89,A_R_Data Channel 189,v,
DMA Block 2,200,Read,90,A_R_Data Channel 190,v,
DMA Block 2,200,Read,91,A_R_Data Channel 191,v,
DMA Block 2,200,Read,92,A_R_Data Channel 192,v,
DMA Block 2,200,Read,93,A_R_Data Channel 193,v,
DMA Block 2,200,Read,94,A_R_Data Channel 194,v,
DMA Block 2,200,Read,95,A_R_Data Channel 195,v,
DMA Block 2,200,Read,96,A_R_Data Channel 196,v,
DMA Block 2,200,Read,97,A_R_Data Channel 197,v,
DMA Block 2,200,Read,98,A_R_Data Channel 198,v,
DMA Block 2,200,Read,99,A_R_Data Channel 199,v,
DMA Block 3,300,Read,0,A_R_Data Channel 100,v,
DMA Block 3,300,Read,1,A_R_Data Channel 101,v,
DMA Block 3,300,Read,2,A_R_Data Channel 102,v,
DMA Block 3,300,Read,3,A_R_Data Channel 103,v,
DMA Block 3,300,Read,4,A_R_Data Channel 104,v,
DMA Block 3,300,Read,5,A_R_Data Channel 105,v,
DMA Block 3,300,Read,6,A_R_Data Channel 106,v,
DMA Block 3,300,Read,7,A_R_Data Channel 107,v,
DMA Block 3,300,Read,8,A_R_Data Channel 108,v,
DMA Block 3,300,Read,9,A_R_Data Channel 109,v,
DMA Block 3,300,Read,10,A_R_Data Channel 110,v,
DMA Block 3,300,Read,11,A_R_Data Channel 111,v,
DMA Block 3,300,Read,12,A_R_Data Channel 112,v,
DMA Block 3,300,Read,13,A_R_Data Channel 113,v,
DMA Block 3,300,Read,14,A_R_Data Channel 114,v,
DMA Block 3,300,Read,15,A_R_Data Channel 115,v,
DMA Block 3,300,Read,16,A_R_Data Channel 116,v,
DMA Block 3,300,Read,17,A_R_Data Channel 117,v,
DMA Block 3,300,Read,18,A_R_Data Channel 118,v,
DMA Block 3,300,Read,19,A_R_Data Channel 119,v,
DMA Block 3,300,Read,20,A_R_Data Channel 120,v,
DMA Block 3,300,Read,21,A_R_Data Channel 121,v,
DMA Block 3,300,Read,22,A_R_Data Channel 122,v,
DMA Block 3,300,Read,23,A_R_Data Channel 123,v,
DMA Block 3,300,Read,24,A_R_Data Channel 124,v,
DMA Block 3,300,Read,25,A_R_Data Channel 125,v,
DMA Block 3,300,Read,26,A_R_Data Channel 126,v,
DMA Block 3,300,Read,27,A_R_Data Channel 127,v,
DMA Block 3,300,Read,28,A_R_Data Channel 128,v,
DMA Block 3,300,Read,29,A_R_Data Channel 129,v,
DMA Block 3,300,Read,30,A_R_Data Channel 130,v,
DMA Block 3,300,Read,31,A_R_Data Channel 131,v,
DMA Block 3,300,Read,32,A_R_Data Channel 132,v,
DMA Block 3,300,Read,33,A_R_Data Channel 133,v,
DMA Block 3,300,Read,34,A_R_Data Channel 134,v,
DMA Block 3,300,Read,35,A_R_Data Channel 135,v,
DMA Block 3,300,Read,36,A_R_Data Channel 136,v,
DMA Block 3,300,Read,37,A_R_Data Channel 137,v,
DMA Block 3,300,Read,38,A_R_Data Channel 138,v,
DMA Block 3,300,Read,39,A_R_Data Channel 139,v,
DMA Block 3,300,Read,40,A_R_Data Channel 140,v,
DMA Block 3,300,Read,41,A_R_Data Channel 141,v,
DMA Block 3,300,Read,42,A_R_Data Channel 142,v,
DMA Block 3,300,Read,43,A_R_Data Channel 143,v,
DMA Block 3,300,Read,44,A_R_Data Channel 144,v,
DMA Block 3,300,Read,45,A_R_Data Channel 145,v,
DMA Block 3,300,Read,46,A_R_Data Channel 146,v,
DMA Block 3,300,Read,47,A_R_Data Channel 147,v,
DMA Block 3,300,Read,48,A_R_Data Channel 148,v,
DMA Block 3,300,Read,49,A_R_Data Channel 149,v,
DMA Block 3,300,Read,50,A_R_Data Channel 150,v,
DMA Block 3,300,Read,51,A_R_Data Channel 151,v,
DMA Block 3,300,Read,52,A_R_Data Channel 152,v,
DMA Block 3,300,Read,53,A_R_Data Channel 153,v,
DMA Block 3,300,Read,54,A_R_Data Channel 154,v,
DMA Block 3,300,Read,55,A_R_Data Channel 155,v,
DMA Block 3,300,Read,56,A_R_Data Channel 156,v,
DMA Block 3,300,Read,57,A_R_Data Channel 157,v,
DMA Block 3,300,Read,58,A_R_Data Channel 158,v,
DMA Block 3,300,Read,59,A_R_Data Channel 159,v,
DMA Block 3,300,Read,60,A_R_Data Channel 160,v,
DMA Block 3,300,Read,61,A_R_Data Channel 161,v,
DMA Block 3,300,Read,62,A_R_Data Channel 162,v,
DMA Block 3,300,Read,63,A_R_Data Channel 163,v,
DMA Block 3,300,Read,64,A_R_Data Channel 164,v,
DMA Block 3,300,Read,65,A_R_Data Channel 165,v,
DMA Block 3,300,Read,66,A_R_Data Channel 166,v,
DMA Block 3,300,Read,67,A_R_Data Channel 167,v,
DMA Block 3,300,Read,68,A_R_Data Channel 168,v,
DMA Block 3,300,Read,69,A_R_Data Channel 169,v,
DMA Block 3,300,Read,70,A_R_Data Channel 170,v,
DMA Block 3,300,Read,71,A_R_Data Channel 171,v,
DMA Block 3,300,Read,72,A_R_Data Channel 172,v,
DMA Block 3,300,Read,73,A_R_Data Channel 173,v,
DMA Block 3,300,Read,74,A_R_Data Channel 174,v,
DMA Block 3,300,Read,75,A_R_Data Channel 175,v,
DMA Block 3,300,Read,76,A_R_Data Channel 176,v,
DMA Block 3,300,Read,77,A_R_Data Channel 177,v,
DMA Block 3,300,Read,78,A_R_Data Channel 178,v,
DMA Block 3,300,Read,79,A_R_Data Channel 179,v,
DMA Block 3,300,Read,80,A_R_Data Channel 180,v,
DMA Block 3,300,Read,81,A_R_Data Channel 181,v,
DMA Block 3,300,Read,82,A_R_Data Channel 182,v,
DMA Block 3,300,Read,83,A_R_Data Channel 183,v,
DMA Block 3,300,Read,84,A_R_Data Channel 184,v,
DMA Block 3,300,Read,85,A_R_Data Channel 185,v,
DMA Block 3,300,Read,86,A_R_Data Channel 186,v,
DMA Block 3,300,Read,87,A_R_Data Channel 187,v,
DMA Block 3,300,Read,88,A_R_Data Channel 188,v,
DMA Block 3,300,Read,89,A_R_Data Channel 189,v,
DMA Block 3,300,Read,90,A_R_Data Channel 190,v,
DMA Block 3,300,Read,91,A_R_Data Channel 191,v,
DMA Block 3,300,Read,92,A_R_Data Channel 192,v,
DMA Block 3,300,Read,93,A_R_Data Channel 193,v,
DMA Block 3,300,Read,94,A_R_Data Channel 194,v,
DMA Block 3,300,Read,95,A_R_Data Channel 195,v,
DMA Block 3,300,Read,96,A_R_Data Channel 196,v,
DMA Block 3,300,Read,97,A_R_Data Channel 197,v,
DMA Block 3,300,Read,98,A_R_Data Channel 198,v,
DMA Block 3,300,Read,99,A_R_Data Channel 199,v,
DMA Block 4,400,Read,0,A_R_Data Channel 100,v,
DMA Block 4,400,Read,1,A_R_Data Channel 101,v,
DMA Block 4,400,Read,2,A_R_Data Channel 102,v,
DMA Block 4,400,Read,3,A_R_Data Channel 103,v,
DMA Block 4,400,Read,4,A_R_Data Channel 104,v,
DMA Block 4,400,Read,5,A_R_Data Channel 105,v,
DMA Block 4,400,Read,6,A_R_Data Channel 106,v,
DMA Block 4,400,Read,7,A_R_Data Channel 107,v,
DMA Block 4,400,Read,8,A_R_Data Channel 108,v,
DMA Block 4,400,Read,9,A_R_Data Channel 109,v,
DMA Block 4,400,Read,10,A_R_Data Channel 110,v,
DMA Block 4,400,Read,11,A_R_Data Channel 111,v,
DMA Block 4,400,Read,12,A_R_Data Channel 112,v,
DMA Block 4,400,Read,13,A_R_Data Channel 113,v,
DMA Block 4,400,Read,14,A_R_Data Channel 114,v,
DMA Block 4,400,Read,15,A_R_Data Channel 115,v,
DMA Block 4,400,Read,16,A_R_Data Channel 116,v,
DMA Block 4,400,Read,17,A_R_Data Channel 117,v,
DMA Block 4,400,Read,18,A_R_Data Channel 118,v,
DMA Block 4,400,Read,19,A_R_Data Channel 119,v,
DMA Block 4,400,Read,20,A_R_Data Channel 120,v,
DMA Block 4,400,Read,21,A_R_Data Channel 121,v,
DMA Block 4,400,Read,22,A_R_Data Channel 122,v,
DMA Block 4,400,Read,23,A_R_Data Channel 123,v,
DMA Block 4,400,Read,24,A_R_Data Channel 124,v,
DMA Block 4,400,Read,25,A_R_Data Channel 125,v,
DMA Block 4,400,Read,26,A_R_Data Channel 126,v,
DMA Block 4,400,Read,27,A_R_Data Channel 127,v,
DMA Block 4,400,Read,28,A_R_Data Channel 128,v,
DMA Block 4,400,Read,29,A_R_Data Channel 129,v,
DMA Block 4,400,Read,30,A_R_Data Channel 130,v,
DMA Block 4,400,Read,31,A_R_Data Channel 131,v,
DMA Block 4,400,Read,32,A_R_Data Channel 132,v,
DMA Block 4,400,Read,33,A_R_Data Channel 133,v,
DMA Block 4,400,Read,34,A_R_Data Channel 134,v,
DMA Block 4,400,Read,35,A_R_Data Channel 135,v,
DMA Block 4,400,Read,36,A_R_Data Channel 136,v,
DMA Block 4,400,Read,37,A_R_Data Channel 137,v,
DMA Block 4,400,Read,38,A_R_Data Channel 138,v,
DMA Block 4,400,Read,39,A_R_Data Channel 139,v,
DMA Block 4,400,Read,40,A_R_Data Channel 140,v,
DMA Block 4,400,Read,41,A_R_Data Channel 141,v,
DMA Block 4,400,Read,42,A_R_Data Channel 142,v,
DMA Block 4,400,Read,43,A_R_Data Channel 143,v,
DMA Block 4,400,Read,44,A_R_Data Channel 144,v,
DMA Block 4,400,Read,45,A_R_Data Channel 145,v,
DMA Block 4,400,Read,46,A_R_Data Channel 146,v,
DMA Block 4,400,Read,47,A_R_Data Channel 147,v,
DMA Block 4,400,Read,48,A_R_Data Channel 148,v,
DMA Block 4,400,Read,49,A_R_Data Channel 149,v,
DMA Block 4,400,Read,50,A_R_Data Channel 150,v,
DMA Block 4,400,Read,51,A_R_Data Channel 151,v,
DMA Block 4,400,Read,52,A_R_Data Channel 152,v,
DMA Block 4,400,Read,53,A_R_Data Channel 153,v,
DMA Block 4,400,Read,54,A_R_Data Channel 154,v,
DMA Block 4,400,Read,55,A_R_Data Channel 155,v,
DMA Block 4,400,Read,56,A_R_Data Channel 156,v,
DMA Block 4,400,Read,57,A_R_Data Channel 157,v,
DMA Block 4,400,Read,58,A_R_Data Channel 158,v,
DMA Block 4,400,Read,59,A_R_Data Channel 159,v,
DMA Block 4,400,Read,60,A_R_Data Channel 160,v,
